path,label,source
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_196_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_196_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_196_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_196_0001_0015000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_196_0001_0018000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_287_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_287_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_287_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_287_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_287_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_287_0001_0015000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_287_0001_0018000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_287_0001_0021000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_037_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_037_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_037_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_037_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_037_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_037_0001_0015000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_037_0001_0018000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_037_0001_0021000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_037_0001_0024000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_037_0001_0027000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_037_0001_0030000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_275_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_275_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_275_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_275_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_275_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/tTfIrUNNoic_9.0_19.0_0000000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/tTfIrUNNoic_9.0_19.0_0003000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/tTfIrUNNoic_9.0_19.0_0006000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_259_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_259_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_259_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_259_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_259_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_259_0001_0015000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_259_0001_0018000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_259_0001_0021000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_219_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_219_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_219_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_219_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_219_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_219_0001_0015000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_219_0001_0018000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_279_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_279_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_279_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_279_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_270_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_270_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_270_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_270_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_270_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_270_0001_0015000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_270_0001_0018000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_270_0001_0021000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_141_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_141_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_141_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_141_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_141_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_215_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_215_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_215_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_215_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_215_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_215_0001_0015000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_215_0001_0018000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_215_0001_0021000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/_yrTKvc4mh8_30.0_40.0_0000000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/_yrTKvc4mh8_30.0_40.0_0003000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/_yrTKvc4mh8_30.0_40.0_0006000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_215_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_215_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_215_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_215_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_215_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_215_0001_0015000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_215_0001_0018000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_215_0001_0021000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/omVDsmGevlI_100.0_110.0_0000000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/omVDsmGevlI_100.0_110.0_0003000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/omVDsmGevlI_100.0_110.0_0006000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/wax6gWNp5jM_40.0_50.0_0000000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/wax6gWNp5jM_40.0_50.0_0003000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/wax6gWNp5jM_40.0_50.0_0006000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_024_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_024_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_024_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_024_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_024_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_024_0001_0015000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_024_0001_0018000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_024_0001_0021000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_024_0001_0024000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/QoZynUVXz08_0.0_10.0_0000000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/QoZynUVXz08_0.0_10.0_0003000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/QoZynUVXz08_0.0_10.0_0006000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/pMdGwLkqk58_30.0_40.0_0000000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/pMdGwLkqk58_30.0_40.0_0003000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/pMdGwLkqk58_30.0_40.0_0006000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/YGNBzNCHsd0_10.0_20.0_0000000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/YGNBzNCHsd0_10.0_20.0_0003000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/YGNBzNCHsd0_10.0_20.0_0006000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_140_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_140_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_140_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_140_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_140_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_140_0001_0015000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_140_0001_0018000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_014_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_014_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_014_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_014_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_014_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_014_0001_0015000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_014_0001_0018000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_014_0001_0021000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_014_0001_0024000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_014_0001_0027000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211107_S_103_C_014_0001_0030000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/YLDlKY1HaNU_50.0_60.0_0000000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/YLDlKY1HaNU_50.0_60.0_0003000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/YLDlKY1HaNU_50.0_60.0_0006000.wav,fire_alarm,audioset
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_230_0001_0000000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_230_0001_0003000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_230_0001_0006000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_230_0001_0009000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_230_0001_0012000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_230_0001_0015000.wav,fire_alarm,aihub
/Users/xorms/Desktop/서경대학교/시험 준비/26-1/공학종합설계1/ML 학습 데이터/ddingdong_dataset/01_clips/fire_alarm/S-211014_S_103_C_230_0001_0018000.wav,fire_alarm,aihub
